ISO3,PV,Wind,Hydro,CSP,Rooftop,Offshore
ESP,0.228675488322046,0.407641945484607,0,0.2399947588695,0.20635479135889,0.594181415959528
LCA,0,0.336904739658802,0,0,0.229298053591218,0
SDN,0.253667212398122,0.627048311420773,0,0,0.248894502595639,0.545240842920859
SWE,0,0.474654596407915,0.500000006797954,0,0.128578993692076,0.574731055779809
SYR,0.240591897537283,0.466452864906009,0,0.252341163659407,0.247013465711719,0
CHE,0,0,0,0,0.153306285062478,0
TTO,0.213685607595577,0,0,0,0.209497600908793,0
THA,0.203487048078219,0,0,0,0.198997788992838,0
TJK,0.229561581870151,0.41392694223872,0,0.243835946128862,0.193642640242804,0
TON,0,0,0,0,0,0
TGO,0.203681819552613,0,0,0,0.198265135691793,0
STP,0,0,0,0,0.17861126995647,0
TUN,0.238594171016261,0.399850647357396,0,0.23111318033409,0.221910869687314,0
TUR,0.218420094181744,0.447977401724449,0.500000036514317,0.236235642808874,0.200507155518856,0.537813231048832
TKM,0.211327669001177,0.466916493126342,0,0,0.210884029223071,0.541606923100508
TZA,0.227872212860912,0.553927757828192,0,0,0.221657920165137,0
UGA,0.221309896556831,0,0,0,0.210948498091518,0
GBR,0,0.502396011100349,0,0,0.12208135970952,0.57680329745531
UKR,0,0.460690265776916,0,0,0.154740888703274,0
USA,0.253946132224353,0.494441409769992,0.500000011859581,0.280902885418607,0.194334705164597,0.58915103845478
BFA,0.226799803787922,0,0,0,0.22898751373002,0
URY,0.210832039041175,0.474790145382939,0,0.227172267441092,0.202701641123484,0.530285090637083
UZB,0.212443936231425,0.463221698978979,0,0.194527340438768,0.202780605832,0
VCT,0,0,0,0,0,0.581527706628815
VEN,0.217556111066661,0.517122122380795,0,0,0.221020648744215,0.693229869778497
VGB,0,0,0,0,0,0
VNM,0.210029712922724,0.379740924648577,0,0,0.183458119673572,0.628397893962738
VIR,0,0,0,0,0.223375049683817,0
NAM,0.268335670228349,0.497940321046843,0,0.307572225230213,0.265823580748188,0.666995992712214
WSM,0,0,0,0,0,0
SWZ,0.211919132306859,0,0,0,0.207581115055833,0
YEM,0.257098469856944,0.566926032760116,0,0,0.249869712000074,0.596415414355581
ZMB,0.236352172961532,0,0,0.251350088802231,0.23443381958673,0
ZWE,0.241159743153497,0,0,0.257926745240041,0.239406581094983,0
IDN,0.206853883061214,0,0,0,0.189019020736618,0
GLP,0.226643302022897,0.327808776479369,0,0,0.216682551938434,0
ANT,0,0.542587514460036,0,0,0.231351925801326,0
ARE,0.253185225300055,0,0,0,0.247992165456583,0
SPM,0,0,0,0,0,0.553870635666648
SHN,0,0,0,0,0,0.568626690271767
TCA,0,0,0,0,0,0
SRB,0,0.271520506590289,0,0,0.164627673105394,0
TWN,0,0.431930543481327,0.50000001361248,0,0.176317723611298,0.602728468651293
